HEORG_REFNO,HealthOrg_Description,Postal_Address,Postal_Suburb,Postal_State,Postal_Postcode,Fax,Phone,Work_Phone,Mobile_Phone,Email
63726,"Acupuncture, Remedial Massage and Chiropractic Centre",122 Derrimut Road,HOPPERS CROSSING,VIC,3029,03 8672 0280,03 9748 6666,NULL,NULL,NULL
73257,Acute Hearing Solutions - Cranbourne,"Thompson Road Clinic, 2A Woodbine Road",CRANBOURNE NORTH,VIC,3977,03 9879 5366,03 9870 2899,NULL,NULL,hearing@acutehearing.com.au
61115,Adams Back Chiropractic,881 Point Nepean Road,ROSEBUD,VIC,3939,03 5986 7799,03 5986 5700,NULL,NULL,info@adamsback.com.au
65716,Adawn Dental Studio,"Ground Floor , 39 Nicholson Street",BRUNSWICK EAST,VIC,3057,03 9387 2278,03 9380 1204,NULL,NULL,hello@adawn.me
73186,Addictions Recovery and Health Clinic pty ltd,"Level 1, 517 St Kilda Road",MELBOURNE,VIC,3004,NULL,1300 853 144,NULL,NULL,suzana@addictionsrecoveryclinic.com.au
63904,Addis Medical Centre,61-63 Heaths Road,HOPPERS CROSSING,VIC,3029,03 9749 5511,03 9749 5555,NULL,NULL,addismedicalcentre@gmail.com
66616,Adele Campbell - Psychologist,"Arapiles Building, 83 Baillie Street",HORSHAM,VIC,3400,NULL,0407 576 688,NULL,NULL,NULL
69139,Adeline Wong - Acupuncturist,256 Moreland Road,BRUNSWICK,VIC,3056,NULL,0403 797 108,NULL,NULL,NULL
63041,Adina's Dental Cosmetics,11 Nixon Street,SHEPPARTON,VIC,3630,NULL,03 5821 2388,NULL,NULL,info@adinasdental.com.au
68621,Adjusted Family Chiropractic Team,"UNIT 1, 795 PLENTY ROAD",SOUTH MORANG,VIC,3752,03 9436 9134,03 9436 8581,NULL,NULL,wellness@adjustedchiropractic.com.au
69236,Adjusting Futures - Karla Milner,63-83 Creek Road,NEW TOWN,TAS,7008,03 6278 8142,0488 099 184,NULL,NULL,NULL
15499,ADOLESCENT FORENSIC,930 PARK STREET,PARKVILLE,VIC,3052,9389 4438,9389 4418,NULL,NULL,NULL
70211,Adora Fertility - Melbourne,9 - 13 Flintoff Street,Greensborough,VIC,3088,03 9431 9321,03 9431 9320,NULL,NULL,NULL
63171,Adrian Ling Vein Artery Specialist - Bundoora,"Northpark Private Hospital, Level 1, Main Hospital, 10 Greenhills Road",BUNDOORA,VIC,3083,03 9005 2761,03 9024 6867,NULL,NULL,info@veinarteryspecialist.com.au
64935,Adrian Ling Vein Artery Specialist - Carlton North,841 Rathdowne Street,CARLTON NORTH,VIC,3054,03 9005 2761,03 9024 6867,NULL,NULL,info@veinarteryspecialist.com.au
69076,Adrian Ling Vein Artery Specialist - Melbourne,"Level 4, 250 Collins Street",MELBOURNE,VIC,3000,03 90052761,03 9024 6867,NULL,NULL,info@veinarteryspecialist.com.au
68667,Adrian Trivett Orthopaedic Surgeon,"Cabrini Medical Centre, Suite 54, Isabella Street",MALVERN,VIC,3144,03 9509 9015,03 9500 0210,NULL,NULL,NULL
65028,Adroit Neurosurgery,654 Queensberry Street,NORTH MELBOURNE,VIC,3051,03 8677 3356,03 9342 2446,NULL,NULL,ask@drcarolinetan.com
62032,Advance Healthcare - Boronia,"Level 1, 157 Scoresby Road",BORONIA,VIC,3155,0384142816,0370237300,NULL,NULL,info@advancehealthcare.com.au
61102,Advance Healthcare - St Albans,30 East Esplanade,ST ALBANS,VIC,3021,0384142816,0370237300,NULL,NULL,info@advancehealthcare.com.au
62979,Advance Healthcare Dandenong,"Advance Healthcare Dandenong, 102-104 Frankston-dandenong Road",DANDENONG SOUTH,VIC,3175,0384142816,0370237300,NULL,NULL,info@advancehealthcare.com.au
43770,Advance Healthcare St Albans,30B East Esplanade,St Albans,VIC,3021,8414 2817,9367 5436,NULL,NULL,NULL
15500,ADVANCE MED CTR,387 SPRINGVALE ROAD,SPRINGVALE,VIC,3171,9558 4426,9558 4166,NULL,NULL,NULL
66327,Advance Physio Clinic,2 Trevino Way,CRANBOURNE NORTH,VIC,3977,03 5995 7075,03 5995 7060,NULL,NULL,info@advancephysioclinic.com.au
64707,Advance Therapy,390 BELL STREET,PASCOE VALE SOUTH,VIC,3044,NULL,03 9123 0001,NULL,NULL,admin@advancetherapy.com.au
68837,Advanced Chiropractic,869 Springvale Road,MULGRAVE,VIC,3170,NULL,03 9548 5050,NULL,NULL,info@advancedchiropractic.com.au
68402,Advanced Corrective Massage,73 Charles Street,WODONGA,VIC,3690,NULL,02 6024 6724,NULL,NULL,NULL
67645,Advanced Dental Group - Wallan,"Shop 3, 65 HIGH STREET",WALLAN,VIC,3756,NULL,03 5783 4727,NULL,NULL,NULL
60840,Advanced Endoscopy,"Holmesglen Hospital Consulting Suites, 490 South Road",MOORABBIN,VIC,3189,03 9589 1875,03 9589 1885,NULL,NULL,reception@advancedendoscopy.net.au
66142,Advanced Health Chiropractic,"Unit 4, 107 Plenty Road",PRESTON,VIC,3072,NULL,03 9484 9185,NULL,NULL,info@advanced-health.com.au
67228,Advanced Neurosurgery,"Suite 9.2, Epworth Richmond Hospital, 89 Bridge Road",RICHMOND,VIC,3121,03 9429 0788,03 9429 7888,NULL,NULL,admin@advancedneurosurgery.com.au
63374,Advanced Surgical,"Suite 3, 195 THOMPSONS ROAD",BULLEEN,VIC,3105,03 9852 0014,03 9852 3777,NULL,NULL,info@advanced-surgical.com.au
68497,Advantage Chiropractic Clinic,24 Mason Street,DANDENONG,VIC,3175,03 9792 4201,03 9792 4201,NULL,NULL,ddaronov@hotmail.com
16175,Advantage Healthpoint,46 Nicholson Street,BAIRNSDALE,VIC,3875,0351523966,0351523500,NULL,NULL,admin@advantagehealthpoint.com.au
59510,Advantage HealthPoint,46 - 56 Nicholson Street,Bairnsdale,VIC,3875,5152 3966,5152 3500,NULL,NULL,NULL
62971,Advantage Kids,"Unit 7, 347 Bay Road",CHELTENHAM,VIC,3192,NULL,0413 156017,NULL,NULL,advantagekidsot@gmail.com
62484,Advantage Medical - Mount Eliza,1297 Nepean Highway,MOUNT ELIZA,VIC,3930,0397752851,0397873036,NULL,NULL,mounteliza@advantagemedical.com.au
60784,Advantage Medical & Dental - Hastings,78 HIGH STREET,HASTINGS,VIC,3915,0359794588,0359794500,NULL,NULL,hastings@advantagemedical.com.au
32591,Advantage Medical & Dental - Rosebud West,1541 Point Nepean Road,CAPEL SOUND,VIC,3940,0359820055,0359820011,NULL,NULL,rosebud@advantagemedical.com.au
63062,Advantage Medical & Dental - Tooradin,110 SOUTH GIPPSLAND HIGHWAY,TOORADIN,VIC,3980,0359983145,0359983140,NULL,NULL,tooradin@advantagemedical.com.au
51090,Advantage Medical Mount Eliza,1297 Nepean Highway,Mount Eliza,VIC,3930,9775 2851,9787 3036,NULL,NULL,NULL
64587,Advantage Sports Medicine and Physiotherapy,"Bellbird Private Hospital Consulting Suites, 198 Canterbury Road",BLACKBURN SOUTH,VIC,3130,03 9845 2390,03 9845 2330,NULL,NULL,inactive@hts.invalid
60451,Advara HeartCare,"Lilydale Private Consulting Suites, 457 Swansea Road",LILYDALE,VIC,3140,03 8843 5710,03 8843 5700,NULL,NULL,infovic@advaraheartcare.com
32350,Advara HeartCare,"Health and Wellness Centre, Suite 8-10, 20 Scholar Drive",BUNDOORA,VIC,3083,03 8467 5910,03 8467 5900,NULL,NULL,infovic@advaraheartcare.com
60870,Advara HeartCare,"Mulgrave Private Hospital, Churchill Consulting Suites, Blanton Drive",MULGRAVE,VIC,3170,03 9701 2822,03 8793 3800,NULL,NULL,infovic@advaraheartcare.com
35350,Advara HeartCare,"Warringal Private Hospital, Suite 1, 216 Burgundy Street",HEIDELBERG,VIC,3084,03 9458 3285,03 9455 4800,NULL,NULL,infovic@advaraheartcare.com
61964,Advara HeartCare,"Peninsula Specialist Centre, Suite 1, 35 Cranbourne-frankston Road",LANGWARRIN,VIC,3910,03 8769 5810,03 8769 5800,NULL,NULL,infovic@advaraheartcare.com
64153,Advara HeartCare,"Suite 1, 1008 Doncaster Road",DONCASTER EAST,VIC,3109,03 8809 6210,03 8809 6200,NULL,NULL,infovic@advaraheartcare.com
61495,Advara HeartCare,"Balwyn Consulting Suites, 481 Whitehorse Road",BALWYN,VIC,3103,03 9888 6844,03 9813 7900,NULL,NULL,infovic@advaraheartcare.com
66920,Advara HeartCare,"Unit 2, 11 Gloucester Avenue",BERWICK,VIC,3806,03 8794 2210,03 8794 2200,NULL,NULL,infovic@advaraheartcare.com
64525,Advara HeartCare,"Melbourne Private Hospital, Level 4 Suite 22, 1 Royal Parade",PARKVILLE,VIC,3052,03 9347 6760,03 9813 7950,NULL,NULL,infovic@advaraheartcare.com
27389,Aesthetic Breast Surgery Centre,Unit 7/74 Gheringhap Street,Geelong,VIC,3220,5222 5377,5222 5448,NULL,NULL,NULL
9303,Aesthetic Surgery and Laser Centre [East Malvern],1810 Malvern Road,East Malvern,VIC,3145,NULL,03 9885 7177,NULL,NULL,NULL
69021,Aesthetik Profile Pty Ltd,246 Mitcham Road,MITCHAM,VIC,3132,03 9852 0505,03 9852 0545,NULL,NULL,info@drcarmen.com.au
63784,AFA Podiatry,"Church Street Medical Centre, 300 Church Street",RICHMOND,VIC,3121,03 9421 3039,03 9421 4888,NULL,NULL,info@afapodiatry.com.au
64535,Affordable Natural Therapies,352 Highett Road,HIGHETT,VIC,3190,NULL,03 9555 4624,NULL,NULL,ant@antmassage.com.au
61462,After Hours Doctor,252 Main Road,DERWENT PARK,TAS,7009,03 6273 1405,03 6165 2361,NULL,NULL,admin@afterhoursdoctor.com.au
60683,After Hours GP Clinic,36 Wellington Road,BOX HILL,VIC,3128,03 9899 5805,03 8820 7500,NULL,NULL,gpafterhoursclinic@carringtonhealth.org.au
73592,Age Right - Moorabbin,"Holmesglen Hospital Consulting Suites, Suite A, 490 South Road",MOORABBIN,VIC,3189,03 9410 4610,03 9020 4220,NULL,NULL,agerightvictoria@gmail.com
73591,Age Right - Sunbury,"Vineyard Medical Centre, 2 Sussex Court",SUNBURY,VIC,3429,03 9410 4610,03 9020 4220,NULL,NULL,agerightvictoria@gmail.com
73593,Age Right - Sunbury,"Evans St Medical Clinic, 81 Evans Street",SUNBURY,VIC,3429,03 9410 4610,03 9020 4220,NULL,NULL,agerightvictoria@gmail.com
73190,Age Right Bellfield,363 Bell Street,BELLFIELD,VIC,3081,0394104610,0390204220,NULL,NULL,admin@ageright.com.au
73191,Age Right Malvern East,"Suite 1, 1949-1957 Malvern Road",MALVERN EAST,VIC,3145,0394104610,0390204220,NULL,NULL,admin@ageright.com.au
72817,Aged Care Assessment Service (ACAS) - Geelong,"McKellar Centre, 45-95 Ballarat Road",NORTH GEELONG,VIC,3215,03 4215 6388,03 4215 5610,NULL,NULL,bracas@barwonhealth.org.au
36890,Aged Care GP,189 SOUTH CENTRE ROAD,TULLAMARINE,VIC,3043,03 8679 4480,03 9338 5657,NULL,NULL,reception@agedcaregp.com
30969,Aged care Medical Services,41 Union Road,Ascot Vale,VIC,3032,8610 0074,1300 864 038,NULL,NULL,NULL
27129,Aged Persons Mental Health,35 Johnstone Street,Broadmeadows,VIC,3047,8345 5488,8345 5487,NULL,NULL,NULL
34731,Aghapy Medical Centre,"Shop 2, 2 Waterford Rise",PAKENHAM,VIC,3810,03 5941 8133,03 5941 8122,NULL,NULL,info@aghapymedical.com.au
30689,AGORA Centre for Women's Health - Parkville,"Royal Womens Hospital, Level 2 Suite 11, 20 Flemington Road",PARKVILLE,VIC,3052,03 9347 7122,03 9347 7100,NULL,NULL,NULL
68387,AGORA Centre for Women's Health - Richmond,"Level 9 Suite 1, 89 Bridge Road",RICHMOND,VIC,3121,03 9429 7407,03 9347 7100,NULL,NULL,admin@agoracentre.com.au
41210,AIA Insurance,Po Box 6111,Melbourne,VIC,3004,NULL,1300 300 338,NULL,NULL,service@myown.com.au
66322,Ailin Teo Dental Surgery,163 Bellerine Street,GEELONG,VIC,3220,03 5298 1021,03 5298 1020,NULL,NULL,NULL
63112,Ailsa Brown Consulting,"Leongatha Healthcare, 14 Koonwarra Road",LEONGATHA,VIC,3953,03 8080 1653,0400 160 852,NULL,NULL,ailsa@ailsabrownconsulting.com.au
34770,AIM Health Melbourne Student Medical Centre,"Level 1, 253 Lonsdale Street",MELBOURNE,VIC,3000,0390050836,0390052118,NULL,NULL,inactive@hts.invalid
74355,Aimhealth Melbourne Central Medical Centre,"Suite 1, Level 1, 368 ELIZABETH STREET",MELBOURNE,VIC,3000,03 9005 0836,03 9663 7199,NULL,NULL,NULL
15502,Aireys Inlet Medical Centre,37A GREAT OCEAN ROAD,AIREYS INLET,VIC,3231,03 5289 6502,03 5289 6432,NULL,NULL,info@aireysinletmc.com.au
72804,Aireys Inlet Pharmacy,"Shop 2, 44 Great Ocean Road",AIREYS INLET,VIC,3231,0352897317,0352897434,NULL,NULL,aireyspharmacy@gmail.com
18063,Airlie,33 Upper Heidelberg Rd,Ivonhoe,VIC,3079,9499 2726,9499 5046,NULL,NULL,NULL
41070,Airlie Women's Clinic,Airlei Women's Clinic 1364 Malvern Road,Malvern,VIC,3144,9525 0585,9525 1941,NULL,NULL,NULL
35131,Airlie Women's Clinic - Malvern,1364 Malvern Road,MALVERN,VIC,3144,03 9525 0585,03 9525 1941,NULL,NULL,NULL
60560,Airlie Women's Clinic - Prahran,704 High Street,PRAHRAN,VIC,3181,03 9525 0585,03 9525 1941,NULL,NULL,NULL
15503,Airlie Women's Clinic - Prahran East,1 Airlie,PRAHRAN,VIC,3181,03 9525 0585,03 9525 1941,NULL,NULL,NULL
61043,Airport Health,124 Mickleham Road,TULLAMARINE,VIC,3043,NULL,03 9338 1055,NULL,NULL,admin@airporthealth.com.au
33612,Airport Health,124 Mickleham Road,Tullamarine,VIC,3043,9338 7776,9338 1055,NULL,NULL,NULL
15504,Airport Total Health Care Clinic,8 Cherie Street,Tullamarine,VIC,3043,9338 8095,9338 7333,NULL,NULL,NULL
63910,Airport Total Health Care Clinic,8 Cherie Street,TULLAMARINE,VIC,3043,03 9338 8095,03 9338 7333,NULL,NULL,athcc.medical@gmail.com
23369,AK Medical Practice,63 Cleeland Street,Dandenong,VIC,3175,8774 2526,8774 2527,NULL,NULL,NULL
67195,AK Medical Practice,63 CLEELAND STREET,DANDENONG,VIC,3175,03 8774 2526,03 8774 2527,NULL,NULL,NULL
65544,AK Medical Practice,63 Cleeland Street,DANDENONG,VIC,3175,03 8774 2526,03 8774 2527,NULL,NULL,NULL
62921,Akers Eyewear,19 Murray Street,WONTHAGGI,VIC,3995,NULL,03 5672 1965,NULL,NULL,akerseyewear@aanet.com.au
65313,Alan Bruce Chiropractic,8 NELSON STREET,EAST BENDIGO,VIC,3550,03 5444 1916,0428 511 969,NULL,NULL,NULL
73200,Alan Williams Psychology - Ballarat,112 Drummond Street,BALLARAT CENTRAL,VIC,3350,NULL,03 9369 4999,NULL,NULL,NULL
73201,Alan Williams Psychology - Hoppers Crossing,333 Old Geelong Road,HOPPERS CROSSING,VIC,3029,NULL,03 9369 4999,NULL,NULL,NULL
60775,Alan Wolff Medical Centre,"Read Street Clinic, 12 Read Street",HORSHAM,VIC,3400,03 5381 9357,03 5381 9167,NULL,NULL,info@wimmeramedicalcentre.com.au
18064,Alawara Retirement Village,392 High St,Golden Square,VIC,3555,5443 7988,5443 7999,NULL,NULL,NULL
51350,Alaya House,3A Nixon Street,Shepparton,VIC,3630,9376 0317,8845 7737,NULL,NULL,NULL
66074,Alba Health,153 MYRTLE STREET,MYRTLEFORD,VIC,3737,02 9182 7585,02 6049 0732,NULL,NULL,admin@albahealth.com.au
15506,ALBERT AVENUE MED CL,41-43 BORONIA ROAD,BORONIA,VIC,3155,9761 2811,9761 1244,NULL,NULL,NULL
67218,Albert Park Foot Clinic,51 55 Dundas Place,ALBERT PARK,VIC,3206,03 9699 1938,03 9699 8044,NULL,NULL,julie@albertparkfootclinic.com.au
27709,Albert Park Medical Centre,51-55 Dundas Place,ALBERT PARK,VIC,3206,03 9699 1938,03 9699 8044,NULL,NULL,reception@apmed.com.au
62656,Albert Park Osteopathic Clinic,50 Hambleton Street,ALBERT PARK,VIC,3206,NULL,03 9699 7798,NULL,NULL,NULL
64419,Albert Park Physiotherapy,"Ground Floor  Building 326, 326 Montague Street",ALBERT PARK,VIC,3206,03 9690 5873,03 9690 5858,NULL,NULL,reception@albertparkphysio.com.au
64362,Albert Park Psychology,11 VICTORIA AVENUE,ALBERT PARK,VIC,3206,NULL,03 9690 7918,NULL,NULL,albertparkpsychology@icloud.com
15507,ALBERT PARK SPORTS M,"GROUND FLOOR, MELBOURNE S AUGHTIE DRIVE",ALBERT PARK,VIC,3206,9682 3503,9682 3011,NULL,NULL,NULL
60853,Albert Road Clinic,31-33 Albert Road,MELBOURNE,VIC,3004,03 9256 8349,03 9256 8311,NULL,NULL,referrals.arc@ramsayhealth.com.au
9297,"Albert Road Clinic, The [South Melbourne]",31-33 Albert Road,South Melbourne,VIC,3205,NULL,03 9256 8311,NULL,NULL,NULL
55231,Albert Road General Practice,38 Albert Road,SOUTH MELBOURNE,VIC,3205,03 9135 0844,03 9111 8959,NULL,NULL,info@albertroadgp.com.au
62771,Albert Street Anaesthetic Group,"St Francis Building, Level 1 Suite 14, 166 Gipps Street",EAST MELBOURNE,VIC,3002,03 9416 1935,03 9417 6625,NULL,NULL,bookings@asag.com.au
66005,Albert Street Oncology,"Epworth Freemasons Lower Ground Suite 4, 109 ALBERT STREET",EAST MELBOURNE,VIC,3002,03 8677 9921,03 9999 1993,NULL,NULL,NULL
29849,ALBION PARK MEDICAL PRACTICE,Suite 5/64 Terry Street,Albion Park,NSW,2527,02 4257 4653,02 4257 3400,NULL,NULL,NULL
60797,Albury After Hours Clinic,"Albury Hospital, East Street",ALBURY,NSW,2640,02 6058 4608,02 6021 0188,NULL,NULL,reception@alburyafterhoursclinic.com.au
60888,Albury Central Medical Clinic,"Level 1, 566 DAVID STREET",ALBURY,NSW,2640,NULL,02 6021 5555,NULL,NULL,rec@alburycentralmedicalclinic.com.au
64230,Albury Eye Clinic,"The Botanical, Floor 1, 669 Dean Street",ALBURY,NSW,2640,02 6021 5661,02 6021 3755,NULL,NULL,reception@alburyeye.com.au
69464,Albury Family Dental,685 David Street,ALBURY,NSW,2640,02 6048 7809,02 6048 7808,NULL,NULL,info@alburyfamilydental.com.au
65843,Albury Osteopathic Clinic,462 Guinea Street,ALBURY,NSW,2640,02 6041 3096,02 6041 3606,NULL,NULL,aocalbury@westnet.com.au
62754,Albury Sexual Health Service: Clinic 72,590 596 Smollett Street,ALBURY,NSW,2640,02 6058 1801,02 6058 1800,NULL,NULL,sexual.health@awh.org.au
61398,Albury Surgical Group,"Level 2, 429 Swift Street",ALBURY,NSW,2640,02 6041 3281,02 6021 7111,NULL,NULL,NULL
60547,Albury Wodonga Aboriginal Health Service,664 Daniel Street,GLENROY,NSW,2640,02 6040 1222,02 6040 1200,NULL,NULL,NULL
64914,Albury Wodonga Aboriginal Health Service - Wodonga Clinic,12 STANLEY STREET,WEST WODONGA,VIC,3690,NULL,02 6067 2286,NULL,NULL,adminteam@awahs.com.au
67248,Albury Wodonga Cancer Care - West Albury,1130 PADMAN DRIVE,WEST ALBURY,NSW,2640,02 6022 4298,02 6022 4299,NULL,NULL,NULL
42611,Albury Wodonga Health,Po Box 156,Wodonga,VIC,3690,02 6051 7477,02 6051 7111,NULL,NULL,NULL
28549,Albury Wodonga Health - Albury,Borella Road (P.O. Box 326),Albury,NSW,2640,02 6058 4528,02 6058 4444,NULL,NULL,NULL
61067,Albury Wodonga Health - Albury Campus,201 Borella Road,ALBURY,NSW,2640,02 6058 4528,02 6058 4444,NULL,NULL,NULL
9152,Albury Wodonga Health - Wodonga,69 Vermont Street,Wodonga,VIC,3690,NULL,02 6051 7111,NULL,NULL,NULL
60708,Albury Wodonga Health - Wodonga Campus,69 Vermont Street,WODONGA,VIC,3690,02 6051 7491,02 6051 7111,NULL,NULL,inactive@hts.invalid
67552,Albury Wodonga Health - Wodonga Campus - Adult Community Mental Health Services (ACMHS),4 Watson Street,WODONGA,VIC,3690,02 60563964,02 6051 7950,NULL,NULL,inactive@hts.invalid
73539,"Albury Wodonga Health - Wodonga Campus - Rehabilitation, Community & Allied Health Centre","CRC Building, 73-75 Vermont Street",WODONGA,VIC,3690,02 6051 7430,02 6051 7400,NULL,NULL,crcreception@awh.org.au
66188,Albury Wodonga Health - Wodonga Campus - Vermont Street Health Clinic,53-81 VERMONT STREET,WEST WODONGA,VIC,3690,02 6051 7536,02 6051 7535,NULL,NULL,NULL
68238,Albury Wodonga Health Dental Service,155 High Street,WODONGA,VIC,3690,02 6051 7945,02 6051 7925,NULL,NULL,NULL
73617,Albury Wodonga Midwifery Services,68 Elgin Boulevard,WODONGA,VIC,3690,02 6059 2606,0418 184 285,NULL,NULL,awmidwifery@gmail.com
73079,Albury Wodonga Oral and Maxillofacial Surgery,682 DEAN STREET,ALBURY,NSW,2640,02 6041 1175,02 6041 6041,NULL,NULL,NULL
31790,Albury Wodonga Paediatric Group,432 David Street,ALBURY,NSW,2640,02 6051 1223,02 6051 1222,NULL,NULL,paeds@awpg.com.au
35391,Albury Wodonga Specialist Centre,"Suite 3, 2 Ramsay Place",Albury,NSW,2640,02 6021 3317,02 6021 7211,NULL,NULL,NULL
63689,Albury/Wodonga Family Cancer Clinic,"Referrals to North Building, Austin Repat Hospital, Floor 1, 300 Waterdale Road",HEIDELBERG WEST,VIC,3081,03 9496 4385,03 9496 3027,NULL,NULL,genetics@austin.org.au
15509,Albury-Wodonga Family Medical Centre,7 Elgin Boulevard,WODONGA,VIC,3690,0283316070,0260243588,NULL,NULL,admin@awfmc.com.au
18065,Alchera House,Bridge Rd,Korumburra,VIC,3950,5654 2702,5032 9169,NULL,NULL,NULL
18066,Alcheringa Hostel,44 Rutherford St,Swan Hill,VIC,3585,5033 1247,5032 2708,NULL,NULL,NULL
42791,Aldinga Medical Centre,89 Rowley Road,Aldinga Beach,SA,5173,885502010,885502000,NULL,NULL,NULL
59750,Alevia Medical Weight Loss,374 Mountain Highway,Wantirna,VIC,3152,9011 9776,9344 1322,NULL,NULL,NULL
62411,Alevia Medical Weight Loss - Hawthorn East,"First Floor  Suite 105, 12 Cato Street",HAWTHORN EAST,VIC,3123,03 9011 9776,03 9344 1322,NULL,NULL,contact@alevia.com.au
60728,Alevia Medical Weight Loss - Vermont South,"Suite 1-02, 645-647 Burwood Highway",VERMONT SOUTH,VIC,3133,03 9011 9776,03 9344 1322,NULL,NULL,contact@alevia.com.au
68067,Alex Down Dentist,133 Cleeland Street,DANDENONG,VIC,3175,03 9792 3429,03 9706 9797,NULL,NULL,dr.alex.down@westnet.com.au
69336,Alex Leighton,Confidential Address,CARRUM DOWNS,VIC,3201,03 9782 8653,0419 369 424,NULL,NULL,alexsw74@yahoo.com.au
63443,Alex McLellan East Melbourne Rooms,"Suite 503, 100 Victoria Parade",EAST MELBOURNE,VIC,3002,03 9998 8301,03 9998 8300,NULL,NULL,trustedexecutiveservices@gmail.com
68226,ALEX YUEN PLASTIC SURGERY PTY LTD,58 Nelson Road,BOX HILL NORTH,VIC,3129,03 8080 0728,03 9258 0000,NULL,NULL,admin@dralexyuen.com.au
68852,ALEXANDRA DISTRICT HEALTH,12 Cooper Street,ALEXANDRA,VIC,3714,03 5772 0919,03 5772 0900,NULL,NULL,inactive@hts.invalid
9199,Alexandra District Health,20 Cooper Street,Alexandra,VIC,3714,NULL,03 5772 0900,NULL,NULL,NULL
39110,Alexandra Family Medical Centre,114 Grant Street,ALEXANDRA,VIC,3714,03 5772 2755,03 5772 1699,NULL,NULL,reception@alexandramedical.com.au
18067,Alexandra House,64 Somerville St,Bendigo,VIC,3550,5442 9004,5443 8222,NULL,NULL,NULL
65339,Alexandra Medical Centre,54 Downey Street,ALEXANDRA,VIC,3714,03 5772 1920,03 5772 1444,NULL,NULL,reception@alexmedcentre.com
15514,Alexandra Medical Centre,54 Downey Street,Alexandra,VIC,3714,5772 1920,5772 1444,NULL,NULL,NULL
73366,Alexandra Optical Services,106 GRANT STREET,ALEXANDRA,VIC,3714,03 5967 2465,03 5772 2113,NULL,NULL,NULL
67744,Alexandra Physiotherapy,54A Downey Street,ALEXANDRA,VIC,3714,03 5725 0801,03 5772 2649,NULL,NULL,alexphysio@aapt.net.au
18068,Alexandra Private Nursing Home,304 Hawthorn Rd,Caulfield South,VIC,3162,9523 0874,9523 8001,NULL,NULL,NULL
15513,Alexandra Street Medical Clinic,322 Inkerman Street,ST KILDA EAST,VIC,3183,03 9527 9561,03 9527 9545,NULL,NULL,NULL
66338,Alfred Child and Youth Mental Health Service,"Level 2, 999 Nepean Highway",MOORABBIN,VIC,3189,03 8552 0444,03 8552 0555,NULL,NULL,NULL
63218,Alfred Health - Community Rehabilitation Program - Caulfield Site,"Ashley Ricketson Centre, 294 Kooyong Road",CAULFIELD,VIC,3162,03 9076 6209,03 9076 6207,NULL,NULL,NULL
60921,Alfred Health - Gippsland Radiation Oncology,10 VILLAGE AVENUE,TRARALGON,VIC,3844,03 5173 8473,03 5173 8770,NULL,NULL,wbrg@lrh.com.au
26389,Alfred Health - The Alfred Hospital,"South Block, Level 1, 55 Commercial Road",MELBOURNE,VIC,3004,03 9076 8500,03 9076 2828,NULL,NULL,h.centre@alfred.org.au
62460,Alfred Health Cancer Services - Thyroid Cancer Multidisciplinary Meeting,"Amrep Building, The Alfred, Commercial Road",MELBOURNE,VIC,3004,NULL,03 9076 2528,NULL,NULL,NULL
72774,Alfred Health Carer Services - Caulfield,"Caulfield Hospital, 240-260 Kooyong Road",CAULFIELD,VIC,3162,NULL,1800 51 21 21,NULL,NULL,c.services@alfred.org.au
24589,Alfred Heart Centre,"3Rd Flr, Philip Block, Alfred Hospital Commercial Road",Prahran,VIC,3181,9076 2461,9076 3263,NULL,NULL,NULL
